isolate_code,study,genus,species,name,group,temperature,r
415,Paasche (1968),Ditylum,brightwellii,Ditylum brightwellii,diatoms,30,1.161714675
415,Paasche (1968),Ditylum,brightwellii,Ditylum brightwellii,diatoms,20,1.482641819
415,Paasche (1968),Ditylum,brightwellii,Ditylum brightwellii,diatoms,27,1.734947393
416,Montagnes & Franklin (2001),Ditylum,brightwellii,Ditylum brightwellii,diatoms,9,0.409
416,Montagnes & Franklin (2001),Ditylum,brightwellii,Ditylum brightwellii,diatoms,13,0.508
416,Montagnes & Franklin (2001),Ditylum,brightwellii,Ditylum brightwellii,diatoms,12,0.625
416,Montagnes & Franklin (2001),Ditylum,brightwellii,Ditylum brightwellii,diatoms,25,0.676
416,Montagnes & Franklin (2001),Ditylum,brightwellii,Ditylum brightwellii,diatoms,16.5,0.696
416,Montagnes & Franklin (2001),Ditylum,brightwellii,Ditylum brightwellii,diatoms,20,0.725
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,29,0.01732868
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,21,1.216473302
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,26.5,0.444307343
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,26.5,0.525405563
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,23,1.216473302
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,12.5,0.328551764
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,26.5,0.574619013
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,23,1.15547635
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,17.5,0.786028903
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,17.5,0.684136267
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,21,0.553824597
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,12.5,0.389548715
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,23,0.850491591
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,12.5,0.177445678
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,26.5,0.68829515
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,17.5,0.207251007
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,12.5,0.084563956
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,21,0.919806309
421,Paasche (1967),Emiliania,huxleyi,nd,coccolithophores,17.5,0.460249728
422,Mjaaland (1956),Emiliania,huxleyi,nd,coccolithophores,10,0.097733752
422,Mjaaland (1956),Emiliania,huxleyi,nd,coccolithophores,15,0.257157604
422,Mjaaland (1956),Emiliania,huxleyi,nd,coccolithophores,25,0.203092124
422,Mjaaland (1956),Emiliania,huxleyi,nd,coccolithophores,20,0.553824597
422,Mjaaland (1956),Emiliania,huxleyi,nd,coccolithophores,14.5,0.24329466
422,Mjaaland (1956),Emiliania,huxleyi,nd,coccolithophores,8,0.067928424
423,Mjaaland (1956),Emiliania,huxleyi,nd,coccolithophores,15,0.305677907
423,Mjaaland (1956),Emiliania,huxleyi,nd,coccolithophores,7,0.043668272
423,Mjaaland (1956),Emiliania,huxleyi,nd,coccolithophores,22.5,0.413808867
423,Mjaaland (1956),Emiliania,huxleyi,nd,coccolithophores,10,0.18437715
423,Mjaaland (1956),Emiliania,huxleyi,nd,coccolithophores,20,0.578084749
430,Montagnes & Franklin (2001),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,8,0.423
430,Montagnes & Franklin (2001),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,8,0.523
430,Montagnes & Franklin (2001),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,9,0.538
430,Montagnes & Franklin (2001),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,13,0.726
430,Montagnes & Franklin (2001),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,25,0.74
430,Montagnes & Franklin (2001),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,13,0.822
430,Montagnes & Franklin (2001),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,16,0.923
430,Montagnes & Franklin (2001),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,20,0.995
430,Montagnes & Franklin (2001),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,17,1.163
430,Montagnes & Franklin (2001),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,25,1.365
430,Montagnes & Franklin (2001),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,20,1.393
432,Raimbault (1984),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,5,0.5
432,Raimbault (1984),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,27,0.6
432,Raimbault (1984),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,8,0.8
432,Raimbault (1984),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,10,1
432,Raimbault (1984),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,12,1.2
432,Raimbault (1984),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,18,1.3
432,Raimbault (1984),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,15,1.4
432,Raimbault (1984),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,20,1.5
432,Raimbault (1984),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,25,1.6
434,Blankley & Lewin (1976),Pleurochrysis,carterae,nd,coccolithophores,19,0.3374
434,Blankley & Lewin (1976),Pleurochrysis,carterae,nd,coccolithophores,15,0.252
434,Blankley & Lewin (1976),Pleurochrysis,carterae,nd,coccolithophores,12,0.147
434,Blankley & Lewin (1976),Pleurochrysis,carterae,nd,coccolithophores,17.5,0.259
434,Blankley & Lewin (1976),Pleurochrysis,carterae,nd,coccolithophores,16,0.2212
434,Blankley & Lewin (1976),Pleurochrysis,carterae,nd,coccolithophores,20.5,0.3206
434,Blankley & Lewin (1976),Pleurochrysis,carterae,nd,coccolithophores,22.5,0.3122
434,Blankley & Lewin (1976),Pleurochrysis,carterae,nd,coccolithophores,19,0.28
434,Blankley & Lewin (1976),Pleurochrysis,carterae,nd,coccolithophores,27,0.1288
434,Blankley & Lewin (1976),Pleurochrysis,carterae,nd,coccolithophores,25,0.203
434,Blankley & Lewin (1976),Pleurochrysis,carterae,nd,coccolithophores,23,0.3066
436,Montagnes & Franklin (2001),Skeletonema,costatum,Skeletonema costatum,diatoms,9,0.448
436,Montagnes & Franklin (2001),Skeletonema,costatum,Skeletonema costatum,diatoms,16,0.701
436,Montagnes & Franklin (2001),Skeletonema,costatum,Skeletonema costatum,diatoms,13,0.706
436,Montagnes & Franklin (2001),Skeletonema,costatum,Skeletonema costatum,diatoms,25,0.801
436,Montagnes & Franklin (2001),Skeletonema,costatum,Skeletonema costatum,diatoms,20,0.879
450,Kaeriyama et al. (2011),Skeletonema,costatum,Skeletonema costatum,diatoms,10,0.356
450,Kaeriyama et al. (2011),Skeletonema,costatum,Skeletonema costatum,diatoms,15,0.827
450,Kaeriyama et al. (2011),Skeletonema,costatum,Skeletonema costatum,diatoms,20,1.226
450,Kaeriyama et al. (2011),Skeletonema,costatum,Skeletonema costatum,diatoms,30,1.247
450,Kaeriyama et al. (2011),Skeletonema,costatum,Skeletonema costatum,diatoms,25,1.29
451,Kaeriyama et al. (2011),Skeletonema,pseudocostatum,Skeletonema pseudocostatum,diatoms,10,0.61
451,Kaeriyama et al. (2011),Skeletonema,pseudocostatum,Skeletonema pseudocostatum,diatoms,15,1.219
451,Kaeriyama et al. (2011),Skeletonema,pseudocostatum,Skeletonema pseudocostatum,diatoms,20,1.375
451,Kaeriyama et al. (2011),Skeletonema,pseudocostatum,Skeletonema pseudocostatum,diatoms,25,1.447
451,Kaeriyama et al. (2011),Skeletonema,pseudocostatum,Skeletonema pseudocostatum,diatoms,30,1.9
452,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,10,1.015
452,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,15,1.461
452,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,20,1.578
452,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,25,1.603
452,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,30,1.69
453,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,10,0.89
453,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,15,1.332
453,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,20,1.532
453,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,25,1.623
453,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,30,1.629
454,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,10,1.086
454,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,15,1.222
454,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,20,1.287
454,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,25,1.494
454,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,30,1.623
455,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,10,0.899
455,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,15,0.989
455,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,20,1.287
455,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,30,1.433
455,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,25,1.649
456,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,10,1.06
456,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,15,1.513
456,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,30,1.558
456,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,20,1.603
456,Kaeriyama et al. (2011),Skeletonema,marinoi-dohrnii,Skeletonema marinoi-dohrnii,diatoms,25,1.668
457,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,15,1.212
457,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,10,1.25
457,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,25,1.545
457,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,20,1.59
458,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,15,0.859
458,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,10,1.154
458,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,20,1.526
458,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,25,1.532
459,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,10,0.942
459,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,15,1.301
459,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,20,1.551
459,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,25,1.63
460,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,10,0.84
460,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,15,0.84
460,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,25,1.487
460,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,20,1.526
461,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,10,1.012
461,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,15,1.103
461,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,20,1.506
461,Kaeriyama et al. (2011),Skeletonema,japonicum,Skeletonema japonicum,diatoms,25,1.551
462,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,15,0.813
462,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,30,1.084
462,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,20,1.103
462,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,25,1.219
463,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,15,0.761
463,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,20,0.916
463,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,30,1.194
463,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,25,1.303
464,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,15,0.832
464,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,20,1.368
464,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,25,1.503
464,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,30,1.55
465,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,15,0.858
465,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,20,1.11
465,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,25,1.426
465,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,30,1.561
466,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,15,0.69
466,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,20,1.361
466,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,30,1.497
466,Kaeriyama et al. (2011),Skeletonema,tropicum,Skeletonema tropicum,diatoms,25,1.55
467,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,10,0.53
467,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,35,0.758
467,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,15,1.2
467,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,20,1.462
467,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,25,1.979
467,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,30,2.114
468,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,10,0.549
468,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,15,1.129
468,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,20,1.417
468,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,35,1.873
468,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,30,2.114
468,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,25,2.119
469,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,10,0.453
469,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,15,0.97
469,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,20,1.462
469,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,25,1.813
469,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,30,1.903
469,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,35,2.58
470,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,35,0.605
470,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,10,0.632
470,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,15,1.301
470,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,25,1.845
470,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,20,1.857
470,Kaeriyama et al. (2011),Skeletonema,menzelii,Skeletonema menzelii,diatoms,30,1.961
471,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,15,0.761
471,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,20,1.388
471,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,25,1.503
471,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,30,1.95
471,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,35,2.32
472,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,15,0.544
472,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,20,1.26
472,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,25,1.286
472,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,30,1.452
473,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,15,0.4
473,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,20,1.407
473,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,25,1.452
473,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,30,1.542
473,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,35,2.258
474,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,15,0.793
474,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,20,1.375
474,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,25,1.414
474,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,30,1.842
474,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,35,2.245
475,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,15,0.768
475,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,20,1.305
475,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,25,1.465
475,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,30,1.887
475,Kaeriyama et al. (2011),Skeletonema,ardens,Skeletonema ardens,diatoms,35,2.22
476,Navarro et al. (2006),Alexandrium,catenella,Alexandrium catenella,dinoflagellates,16,0.069314718
476,Navarro et al. (2006),Alexandrium,catenella,Alexandrium catenella,dinoflagellates,12,0.07624619
476,Navarro et al. (2006),Alexandrium,catenella,Alexandrium catenella,dinoflagellates,10,0.124766493
476,Navarro et al. (2006),Alexandrium,catenella,Alexandrium catenella,dinoflagellates,14,0.207944154
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,12,0.173286795
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,24,0.360436534
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,12,0.443614196
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,12,0.492134498
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,18,0.512928914
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,24,0.526791857
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,12,0.596106575
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,18,0.616900991
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,12,0.672352765
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,18,0.672352765
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,18,0.755530427
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,24,0.790187786
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,24,0.797119258
477,Krabs et al. (2011),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,24,0.956543109
542,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,4,0.182383202
542,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,4,0.298730176
542,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,4,0.303271905
542,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.535413831
542,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.550067681
542,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.570736885
542,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.580934583
542,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.624682278
542,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.627638573
542,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.716685301
542,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.79663938
542,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.816458097
543,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.306403509
543,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.317301044
543,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.336000703
543,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.561528749
543,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.624437565
543,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.679040055
543,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.729820434
543,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.761401997
544,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,4,0.156432944
544,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,4,0.188958888
544,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,4,0.231352922
544,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.567585769
544,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.597403167
544,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.611243789
544,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.625275724
544,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.66564575
544,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.684036095
544,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.744403591
544,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.826024476
544,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.833756499
545,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,4,0.28226223
545,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,4,0.316162583
545,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,4,0.330342237
545,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.435175058
545,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.570466811
545,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.585043863
545,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.588076837
545,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.5983345
545,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.601469676
545,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.668409383
545,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.740350772
545,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.787331256
546,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,4,0.294840128
546,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,4,0.359828074
546,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,4,0.381146139
546,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.449260312
546,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.469013706
546,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.553465824
546,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.558904381
546,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.55964185
546,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.573632046
546,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.5983345
546,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.710557791
546,Boyd et al. (2013),Thalassiosira,rotula,Thalassiosira rotula,diatoms,17.5,0.808604185
548,Boyd et al. (2013),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,30,0.08509638
548,Boyd et al. (2013),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,30,0.100404078
548,Boyd et al. (2013),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,30,0.145743929
548,Boyd et al. (2013),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,30,0.268828035
548,Boyd et al. (2013),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.278786571
